cole_nombre_establecimiento,Promedio_Puntaje_Global,cole_bilingue,cole_caracter,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_area_ubicacion,cole_depto_ubicacion,Decil
CENT EDUCAL DON BOSCO,293.2173913043478,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,9
CENT EDUCATIVO DEL NORTE LA MERCED,260.55555555555554,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CAUCA,6
CENT EDUCATIVO EMPRESARIAL COMFACAUCA,246.61904761904762,N,ACADÉMICO,OTRO,MIXTO,TARDE,NO OFICIAL,URBANO,CAUCA,5
CENT EDUCATIVO INTEGRAL COLOMBIANO,241.17142857142858,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,SANTANDER,4
CENT ESTUDIOS OCUPACIONALES CEO,216.88888888888889,Desconocido,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,1
CENT MARIA AUXILIADORA,312.390243902439,N,ACADÉMICO,A,FEMENINO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
CENT MIX ANA MARIA ARRIETA,270.88235294117646,Desconocido,NO APLICA,A,MIXTO,TARDE,NO OFICIAL,RURAL,CORDOBA,7
CENT PANAMERICANO DE CAPACITACION SEDE CHAPINERO,242.98717948717947,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,BOGOTA,4
CENT PANAMERICANO DE CAPACITACION SEDE ESTRADA,247.4,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,5
CENT PANAMERICANO DE CAPACITACION SEDE RESTREPO,254.1625,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,6
CENT PRESENCIAL ESTUDIANTIL CENPES,241.51764705882354,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,NORTE SANTANDER,4
CENT SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS CENPEFI,246.8,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,5
CENT. DE EDUC. PADRE LUIS DE RIZ,203.0,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CAQUETA,1
CENT. DE ENSE?ANZA PRECOZ  NUEVO MUNDO,345.3636363636364,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOLIVAR,10
CENT. DE ENSEÑANZA HIJOS DE BOLIVAR,229.42857142857142,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,BOLIVAR,3
CENT. EDUC.CAJASAN LAGOS,309.85185185185185,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,10
CENT.EDUC.ARQUIDIOCESANO SAN PEDRO APOSTOL,250.45833333333334,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,5
CENT.EDUC.ESPIRITU SANTO,205.79710144927537,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO  DE COMERCIO -,293.6136363636364,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,9
CENTRO  DOCENTE ANA VICTORIA,207.63636363636363,Desconocido,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,VALLE,1
CENTRO CAMPESINO DE FORMACION NUESTRA SEÑORA DE LA ESPERANZA,254.375,Desconocido,TÉCNICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,CUNDINAMARCA,6
CENTRO DE CAPACITACION ESPECIAL CENCAES,241.8421052631579,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,ATLANTICO,4
CENTRO DE CAPACITACION SANTA INES,234.42105263157896,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,VALLE,3
CENTRO DE CAPACITACION SUPERIOR CECSCOT,250.28571428571428,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,VALLE,5
CENTRO DE COMPUTO TECNICO DE COLOMBIA  CECONTEC,210.4090909090909,Desconocido,TÉCNICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,TOLIMA,1
CENTRO DE DESARROLLO HUMANO  CEDHU,321.38709677419354,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOYACA,10
CENTRO DE EDUCACION BASICA Y MEDIA #089,205.1153846153846,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,1
CENTRO DE EDUCACION DE ADULTOS JOSE ANTONIO RICAURTE,206.8,Desconocido,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO DE EDUCACION DE ADULTOS NICOLAS GUILLEN,208.27272727272728,Desconocido,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO DE EDUCACION EL RECREO,333.38461538461536,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOLIVAR,10
CENTRO DE EDUCACION EN TECNOLOGIA CENTEC,258.07142857142856,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,6
CENTRO DE EDUCACION FORMAL Y NO FORMALCOMPUESTUDIO,251.0,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ANTIOQUIA,5
CENTRO DE EDUCACION INDIVIDUALIZADA,248.0,Desconocido,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,5
CENTRO DE EDUCACION LABORAL,246.83018867924528,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,BOGOTA,5
CENTRO DE EDUCACION PARA ADULTOS ANTONIO RICAURTE,195.1,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,NARIÑO,1
CENTRO DE EDUCACION PARA ADULTOS GIMNASIO DEL CARIBE,214.92814371257484,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO DE EDUCACION PARA ADULTOS JORGE WASHIGTON,199.42857142857142,N,NO APLICA,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO DE EDUCACION PARA ADULTOS NUEVO MILENIO,209.83333333333334,Desconocido,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO DE EDUCACION SEMIESCOLARIZADO DE LA COSTA  CESCOM,208.4,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,SUCRE,1
CENTRO DE EDUCACION Y REHABILITACION DE LA AUDICION Y EL LENGUAJE,259.14285714285717,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,6
CENTRO DE EDUCACIÓN PARA ADULTOS JERUSALEM,245.71052631578948,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,4
CENTRO DE ENSEÑANZA MEDIA COMERCIAL NUESTRA SEÑORA DEL CARMEN,327.25,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
CENTRO DE ENSEÑANZA PRECOZ CAMINO AL SABER,302.3,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOYACA,9
CENTRO DE ESTUDIO OCUPACIONAL - CEO,205.75,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,VALLE,1
CENTRO DE ESTUDIOS HUITAKA,237.55555555555554,N,NO APLICA,A,MIXTO,NOCHE,NO OFICIAL,URBANO,CUNDINAMARCA,3
CENTRO DE ESTUDIOS MULTITÉCNICO,228.5257731958763,N,ACADÉMICO,OTRO,MIXTO,MAÑANA,NO OFICIAL,URBANO,ANTIOQUIA,2
CENTRO DE ESTUDIOS OCUPACIONAL  CEO,235.5,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,3
CENTRO DE ESTUDIOS SAN BASILIO,236.42105263157896,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,3
CENTRO DE ESTUDIOS TECNICOS CEPRODENT,223.41489361702128,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CORDOBA,2
CENTRO DE FORMACION DE ADULTOS ABC,214.21052631578948,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CORDOBA,1
CENTRO DE FORMACION INTEGRAL MARGARITA HURTADO,200.48101265822785,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,VALLE,1
CENTRO DE INVESTIGACIONES PEDAGÓGICAS  RAYUELA,297.7142857142857,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOYACA,9
CENTRO DE PRODUCCIÓN CULTURAL Y BILINGUE  CEPROBI,217.25,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ANTIOQUIA,1
CENTRO DOCENTE EMERITA SALAS,218.55555555555554,Desconocido,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,VALLE,2
CENTRO DOCENTE LA ESPERANZA,236.94444444444446,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,VALLE,3
CENTRO DOCENTE LICEO MARISOL,264.35616438356163,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,7
CENTRO DOCENTE LIGIA RESTREPO,258.6666666666667,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,6
CENTRO DOCENTE SANTA ANITA,235.16666666666666,N,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,3
CENTRO DOCENTE TOMAS CIPRIANO  MOSQUERA,257.1764705882353,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,6
CENTRO EDUCATIVA RURAL SAN PABLO APOSTOL,221.9090909090909,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ANTIOQUIA,2
CENTRO EDUCATIVO ALFA Y OMEGA,258.75,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,6
CENTRO EDUCATIVO AMIRA DE LA ROSA DE SOLEDAD,219.0,S,TÉCNICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,ATLANTICO,2
CENTRO EDUCATIVO AMOR A COLOMBIA,202.72727272727272,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOLIVAR,1
CENTRO EDUCATIVO ANTARES,308.0,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,CALDAS,10
CENTRO EDUCATIVO ASED,234.45098039215685,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CALDAS,3
CENTRO EDUCATIVO ASODESI,305.55882352941177,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CORDOBA,10
CENTRO EDUCATIVO AURES,249.25,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,5
CENTRO EDUCATIVO BOLIVARIANO,240.43283582089552,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,NARIÑO,4
CENTRO EDUCATIVO BOSTON INTERNACIONAL,337.7586206896552,S,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,10
CENTRO EDUCATIVO CECONPAZ,235.0,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,NARIÑO,3
CENTRO EDUCATIVO CHAMPAGNATH,244.05714285714285,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,4
CENTRO EDUCATIVO CIENCIA,244.46875,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,RISARALDA,4
CENTRO EDUCATIVO COLOMBO LATINO,263.32758620689657,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,7
CENTRO EDUCATIVO DE ADULTOS CEAM,220.47619047619048,N,ACADÉMICO,OTRO,MIXTO,NOCHE,NO OFICIAL,URBANO,CUNDINAMARCA,2
CENTRO EDUCATIVO DE AGUAS PRIETAS,238.0,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOLIVAR,3
CENTRO EDUCATIVO DE COMPUTO EMPRESARIAL PARA EL TRABAJO - CINDECOMPUTO,215.67567567567568,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,ANTIOQUIA,1
CENTRO EDUCATIVO DEL CAUCA,276.4166666666667,Desconocido,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,CAUCA,8
CENTRO EDUCATIVO DEPARTAMENTAL CA¿O DE AGUAS,210.3846153846154,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,MAGDALENA,1
CENTRO EDUCATIVO DIOS ES AMOR,245.45652173913044,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,4
CENTRO EDUCATIVO EL BOSQUE,236.13333333333333,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,SANTANDER,3
CENTRO EDUCATIVO EL CRUCERO,260.0,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,CORDOBA,6
CENTRO EDUCATIVO EL NIÑO JESUS,290.92857142857144,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,9
CENTRO EDUCATIVO ETIEVAN -  COLEGIO ENCUENTROS,330.4,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,RURAL,VALLE,10
CENTRO EDUCATIVO EUSEBIO ANGULO,213.9090909090909,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,1
CENTRO EDUCATIVO EXTERNADO SIMON BOLIVAR,230.41538461538462,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,3
CENTRO EDUCATIVO FE Y ALEGRIA LA PEDREGOSA,240.72972972972974,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,4
CENTRO EDUCATIVO FE Y ALEGRIA SIFFREDI,237.0,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,3
CENTRO EDUCATIVO GONZALO JIMENEZ DE QUESADA,209.40740740740742,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,TOLIMA,1
CENTRO EDUCATIVO ILSE MARIA,257.5,N,TÉCNICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,ATLANTICO,6
CENTRO EDUCATIVO INDIGENA PLANADA TELEMBI,241.05,Desconocido,NO APLICA,A,MIXTO,NOCHE,NO OFICIAL,URBANO,NORTE SANTANDER,4
CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA,287.56976744186045,N,TÉCNICO,A,MASCULINO,MAÑANA,NO OFICIAL,URBANO,VALLE,9
CENTRO EDUCATIVO INSCAT,230.30769230769232,N,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,3
CENTRO EDUCATIVO INSTITUTO DE CIENCIAS APLICADAS - INDECAP,223.91304347826087,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ANTIOQUIA,2
CENTRO EDUCATIVO INSTITUTO DE CIENCIAS APLICADAS INDECAP,256.5882352941176,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,ANTIOQUIA,6
CENTRO EDUCATIVO INTEGRAL DE ADULTOS DE SOLEDAD CEIAS,204.125,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO EDUCATIVO IVAN ILICH,199.0,Desconocido,NO APLICA,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,NARIÑO,1
CENTRO EDUCATIVO JORGE ELIECER GAITAN,239.60714285714286,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,SANTANDER,4
CENTRO EDUCATIVO JOSE ANTONIO PAEZ (ANTIGUA ESCUELA JOSE ANTONIO PAEZ),214.33333333333334,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,SUCRE,1
CENTRO EDUCATIVO LAS COLONIAS,202.8095238095238,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO EDUCATIVO LAS PALMERAS,268.7894736842105,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,BOLIVAR,7
CENTRO EDUCATIVO LEONARDO DA VINCI,268.3,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,7
CENTRO EDUCATIVO LICEO PANAMERICANO,304.4237288135593,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SUCRE,10
CENTRO EDUCATIVO LOMBARDIA,290.2857142857143,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,9
CENTRO EDUCATIVO LOS ANDES,282.6185567010309,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,8
CENTRO EDUCATIVO MANUEL JOSÉ DEL CASTILLO,232.0,Desconocido,NO APLICA,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,3
CENTRO EDUCATIVO MICROEMPRESARIAL RAFAEL NUÑEZ,255.7826086956522,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,BOGOTA,6
CENTRO EDUCATIVO NUEVO MILENIO,208.6153846153846,N,NO APLICA,A,MIXTO,NOCHE,NO OFICIAL,URBANO,VALLE,1
CENTRO EDUCATIVO PARA LA FORMACION INTEGRAL (CEFI),276.7,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,8
CENTRO EDUCATIVO PROGRESEMOS,198.45454545454547,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,VALLE,1
CENTRO EDUCATIVO RAMON NAVARRO DONADO,241.03225806451613,N,TÉCNICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,4
CENTRO EDUCATIVO RAYA GRANDE,203.5,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CESAR,1
CENTRO EDUCATIVO RURAL LA CARRERA,255.0,N,NO APLICA,A,MIXTO,COMPLETA,OFICIAL,RURAL,NORTE SANTANDER,6
CENTRO EDUCATIVO RURAL TRES BOCAS,214.375,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NORTE SANTANDER,1
CENTRO EDUCATIVO SAN BERNARDO,235.4,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,3
CENTRO EDUCATIVO SAN BERNARDO PARA ADULTOS,211.04142011834318,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,1
CENTRO EDUCATIVO SAN JUAN BOSCO DE SOLEDAD,236.27722772277227,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,ATLANTICO,3
CENTRO EDUCATIVO SANTA ELENA,238.72222222222223,Desconocido,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,VALLE,4
CENTRO EDUCATIVO SANTA ROSA,205.66666666666666,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,1
CENTRO EDUCATIVO SANTANDER,216.2962962962963,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,1
CENTRO EDUCATIVO SCALAS,327.74285714285713,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,10
CENTRO EDUCATIVO SURAMERICANO,232.83333333333334,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,3
CENTRO EDUCATIVO VIDA CEVIDA,223.25,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CALDAS,2
CENTRO EDUCATIVO Y TECNOLOGICO BILL GATES,305.2352941176471,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,10
CENTRO EDUCATIVOS POR CICLOS PARA ADULTOS EL TAMBO CEDCAT,224.6,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CAUCA,2
CENTRO ETNOEDUCATIVO ANTONIO MACEO,237.25396825396825,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,3
CENTRO INTEGRAL DE FORMACIÓN E INVESTIGACIÓN WAMPIANO,204.23076923076923,S,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,1
CENTRO JOHANN KEPLER,229.19020715630884,N,ACADÉMICO,OTRO,MIXTO,SABATINA,NO OFICIAL,URBANO,BOGOTA,3
CENTRO JUVENIL AMIGONIANO BOYACÁ,221.3,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOYACA,2
CENTRO LESTONNAC COMPAÑIA DE MARIA,296.4157303370786,N,ACADÉMICO,A,FEMENINO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,9
CENTRO PARA EL DLLO DEL POT. HUMANO,312.4117647058824,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,LA GUAJIRA,10
CENTRO PEDAGOGICO ESTUDIANTIL,203.125,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CESAR,1
CENTRO PEDAGOGICO LA INMACULADA,247.35,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,5
CENTRO PEDAGÓGICO MARIA DE LA PAZ,240.07142857142858,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,NARIÑO,4
CENTRO POLITECNICO JOSE CELESTINO MUTIS,214.6451612903226,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,HUILA,1
CENTRO POPULAR ATANASIO GIRARDOT,227.0,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,2
CENTRO SEMIESCOLARIZADO NUEVO COLEGO MARIA MONTESSORI,220.75,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,2
CENTRO VOCACIONAL LEGIONARIOS DE CRISTO,327.8,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,ANTIOQUIA,10
CIBERCOLEGIO U.C.N.,206.09756097560975,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,ANTIOQUIA,1
CIBERCOLEGIO UCN,301.3636363636364,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,ANTIOQUIA,9
CIUDAD DE CARTAGO,239.06944444444446,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,4
CIUDAD EDUCADORA ESPIRITU SANTO,353.67391304347825,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,META,10
CIUDAD ESCOLAR DE COMFENALCO,301.0276923076923,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOLIVAR,9
CIUDADELA EDUCATIV COOEDUMAG,300.5975609756098,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,9
CIUDADELA EDUCATIVA ISAIAS DUARTE CANCINO,236.35087719298247,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,3
CIUDADELA JUVENIL AMAZONICA DON BOSCO,247.75,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CAQUETA,5
CODESPA,226.75,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CAUCA,2
COGFUCOL,239.0,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,4
COL  ADVENTISTA DE IBAGUE,279.2258064516129,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,TOLIMA,8
COL  ADVENTISTA LIBERTAD,317.30263157894734,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,10
COL  ALFONSO REYES ECHANDIA,279.4736842105263,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,TOLIMA,8
COL  AMERICANO,298.3859649122807,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SANTANDER,9
COL  AMERICANO DE IBAGUE,285.1363636363636,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,TOLIMA,9
COL  ANGLOCANADIENSE DE NEIVA,358.875,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,HUILA,10
COL  ASED,258.45,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,6
COL  BOSTON,265.1,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,7
COL  CAFE MADRID,246.6198347107438,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,5
COL  COLOMBO VENEZOLANO,233.4805194805195,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,SANTANDER,3
COL  COMFENALCO,305.7291666666667,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,TOLIMA,10
COL  COOPERATIVO UTRAHUILCA,268.76190476190476,N,TÉCNICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,HUILA,7
COL  CRISTIANO CAMINO A EMAUS,267.68,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,7
COL  DE LAS AMERICAS,304.0,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,9
COL  FEDERICO OZANAM,279.75,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SANTANDER,8
COL  FERNANDO DE ARAGON,248.72727272727272,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,SANTANDER,5
COL  GRAL. MAXIMILIANO NEIRA DIAGO,223.8421052631579,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,TOLIMA,2
COL  HISPANO INGLES,299.45454545454544,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,HUILA,9
COL  JULIO PEREZ FERRERO,252.91240875912408,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,NORTE SANTANDER,5
